customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_months,monthly_per_service,is_month_to_month,has_fiber,no_online_support,avg_monthly_spend,past_emails_sent,past_discount_offered,support_tickets_6m,days_since_last_interaction,CLV
9518-XXBXE,Male,1,Yes,No,10,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.3,720.45,0,10,25.099999999999998,1,1,1,65.49545454545455,0,0,1,261,1113.4227272727273
3934-HXCFZ,Male,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,99.25,2186.4,1,23,33.083333333333336,1,1,0,91.10000000000001,3,0,1,286,2140.8500000000004
6578-KRMAW,Male,0,No,No,32,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.4,2979.3,0,32,31.133333333333336,1,1,0,90.28181818181818,3,0,2,139,2527.890909090909
4860-IJUDE,Male,0,No,No,13,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.75,956.65,0,13,24.583333333333332,1,1,1,68.33214285714286,2,0,0,356,1264.1446428571428
7666-WKRON,Female,0,No,No,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,80.45,3201.55,1,39,26.816666666666666,0,1,0,80.03875000000001,1,0,1,304,2521.2206250000004
9688-YGXVR,Female,0,No,No,44,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.15,3973.2,0,44,29.383333333333336,1,1,0,88.29333333333332,2,5,0,30,3001.973333333333
0423-UDIJQ,Male,1,No,No,9,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.2,447.9,0,9,16.400000000000002,1,0,0,44.79,1,0,4,264,739.035
1945-XISKS,Female,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,1335.2,0,67,9.825,0,0,0,19.63529411764706,0,0,0,154,893.4058823529413
4910-AQFFX,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.35,661.25,1,9,26.45,1,1,1,66.125,4,0,0,115,1091.0625
2154-KVJFF,Female,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.75,1111.85,1,15,26.583333333333332,1,1,0,69.490625,1,5,4,208,1355.0671874999998
5360-LJCNJ,Female,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.15,7555.0,0,71,35.050000000000004,0,1,0,104.93055555555556,4,0,1,114,4984.201388888889
2607-FBDFF,Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),49.0,49.0,0,1,16.333333333333332,1,0,0,24.5,2,0,2,50,306.25
9647-ERGBE,Female,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3046.15,1,30,33.35,1,1,1,98.26290322580645,1,0,1,71,2653.0983870967743
3428-XZMAZ,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,69.35,1,1,23.116666666666664,1,1,1,34.675,3,10,1,127,433.43749999999994
1100-DDVRV,Male,0,Yes,No,17,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,49.8,836.35,0,17,24.9,1,0,0,46.46388888888889,2,0,1,248,952.5097222222222
0378-TOVMS,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,85.8,272.2,1,3,28.599999999999998,1,1,0,68.05,1,0,2,317,918.675
4355-HBJHH,Male,0,Yes,Yes,67,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,79.7,5293.4,1,67,26.566666666666666,0,0,1,77.84411764705882,0,0,3,313,3541.9073529411767
6728-WYQBC,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.95,20.95,0,1,10.475,1,0,0,10.475,0,0,0,142,130.9375
9058-CBREO,Female,1,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.55,50.55,1,1,16.849999999999998,1,0,1,25.275,4,0,0,166,315.9375
9029-FEGVJ,Female,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,79.3,2570.0,0,32,26.433333333333334,1,1,1,77.87878787878788,4,5,0,69,2180.6060606060605
7216-KAOID,Male,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.5,798.2,0,41,9.75,0,0,0,19.004761904761907,3,0,0,7,617.6547619047619
0318-QUUOB,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,80.55,1,1,26.849999999999998,1,1,1,40.275,1,0,3,162,503.4375
6145-NNPNO,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.15,44.15,0,1,14.716666666666667,1,0,1,22.075,1,0,5,62,275.9375
5520-FVEWJ,Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.5,916.9,1,12,28.166666666666668,1,1,0,70.53076923076922,4,0,3,286,1269.553846153846
5339-TJFEK,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,6487.2,0,62,35.166666666666664,1,1,0,102.97142857142858,1,0,2,233,4427.771428571429
5572-ZDXHY,Female,0,No,No,22,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.3,1855.65,1,22,28.099999999999998,1,1,0,80.6804347826087,3,0,0,217,1855.65
2074-GUHPQ,Female,0,No,Yes,17,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),92.7,1556.85,0,17,30.900000000000002,1,1,0,86.49166666666666,1,0,3,343,1773.0791666666664
4625-XMOYM,Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.25,1988.05,0,72,13.125,0,0,0,27.233561643835614,3,0,1,252,1307.2109589041095
5827-MWCZK,Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.95,5432.2,0,56,32.31666666666667,1,1,0,95.30175438596491,2,0,2,193,3812.0701754385964
1385-TQOZW,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,147.55,0,9,10.225,1,0,0,14.755,2,5,0,296,243.4575
5914-XRFQB,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.8,8424.9,0,72,38.6,0,1,0,115.40958904109588,3,0,0,256,5539.660273972602
4329-YPDDQ,Male,0,No,No,20,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.2,2203.7,0,20,36.06666666666667,1,1,0,104.93809523809523,3,5,0,329,2308.638095238095
4804-NCPET,Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,387.4,0,19,10.1,0,0,0,19.369999999999997,2,0,2,241,416.4549999999999
3750-CKVKH,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.75,116.65,1,2,22.583333333333332,1,1,1,38.88333333333333,1,0,2,288,505.48333333333335
5944-UGLLK,Male,0,No,No,53,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),54.9,3045.75,0,53,27.45,0,0,0,56.40277777777778,1,0,0,107,2171.5069444444443
8063-GBATB,Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.25,2287.25,1,27,28.416666666666668,1,1,1,81.6875,2,0,3,36,2083.03125
7787-BNTZM,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.15,130.5,0,6,10.075,1,0,0,18.642857142857142,2,0,3,312,279.6428571428571
2252-ISRNH,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,90.35,767.9,0,9,30.116666666666664,0,1,1,76.78999999999999,3,5,3,10,1267.0349999999999
9415-TPKRV,Female,0,Yes,Yes,8,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.75,446.8,0,8,18.583333333333332,1,0,0,49.644444444444446,0,10,1,83,794.3111111111111
5322-TEUJK,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.6,8100.25,0,71,38.199999999999996,0,1,0,112.50347222222223,4,0,1,217,5343.914930555556
4547-KQRTM,Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.05,830.7,1,10,26.683333333333334,1,1,0,75.51818181818182,3,5,2,237,1283.8090909090909
4877-EVATK,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,20.0,1,1,10.0,1,0,0,10.0,0,0,1,46,125.0
1866-DIOQZ,Female,0,Yes,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),66.8,4689.15,0,71,33.4,0,0,0,65.12708333333333,2,10,5,344,3093.536458333333
8375-KVTHK,Male,0,Yes,No,68,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.3,6754.35,0,68,33.43333333333333,0,1,0,97.88913043478261,0,0,2,131,4502.900000000001
2697-NQBPF,Male,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.35,3540.65,0,34,35.11666666666667,1,1,0,101.16142857142857,2,5,1,210,2933.6814285714286
3709-OIJEA,Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,85.2,2184.6,0,26,28.400000000000002,0,1,0,80.91111111111111,1,0,0,204,2022.7777777777778
7639-SUPCW,Female,0,No,No,22,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.8,1054.6,1,22,16.266666666666666,1,0,1,45.85217391304347,4,5,1,82,1054.6
1386-ZIKUV,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.95,130.55,0,7,9.475,1,0,0,16.31875,1,0,4,76,252.940625
0599-XNYDO,Female,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.8,1540.35,0,20,23.266666666666666,1,1,1,73.35,0,0,2,139,1613.6999999999998
6377-WHAOX,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.15,6411.25,0,60,35.38333333333333,1,1,0,105.10245901639344,2,0,3,127,4414.303278688524
6855-VLGOS,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.55,1432.55,0,72,10.275,0,0,0,19.623972602739727,2,5,4,65,941.9506849315069
8999-XXGNS,Female,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.75,7629.85,0,72,35.25,0,1,0,104.51849315068493,1,0,2,241,5016.8876712328765
8746-OQQRW,Male,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.25,101.9,0,4,12.625,1,0,0,20.380000000000003,2,0,1,150,285.32000000000005
3181-MIZBN,Male,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,313.4,0,16,9.875,1,0,0,18.435294117647057,3,0,3,54,368.70588235294116
0471-ARVMX,Female,1,Yes,No,62,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.85,6312.9,0,62,34.949999999999996,0,1,1,100.2047619047619,2,5,2,146,4308.804761904761
7766-CLTIC,Female,0,No,No,10,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,60.95,629.55,0,10,20.316666666666666,1,0,0,57.23181818181818,1,0,0,66,972.940909090909
5650-YLIBA,Male,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.15,2640.55,0,31,27.05,1,1,0,82.5171875,0,0,2,150,2269.22265625
0825-CPPQH,Female,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.1,1372.45,0,71,9.55,0,0,0,19.061805555555555,2,10,2,3,905.4357638888889
9084-OAYKL,Male,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.8,1212.25,0,58,10.4,0,0,0,20.546610169491526,2,0,1,17,842.4110169491526
6122-LJADA,Male,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.15,6237.05,0,70,30.05,0,0,0,87.84577464788732,1,0,2,11,4128.751408450704
2400-XIWIO,Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.1,6310.9,0,71,30.03333333333333,0,0,0,87.65138888888889,3,0,2,255,4163.440972222223
7524-VRLPL,Male,1,No,No,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),74.1,5031.0,0,69,24.7,0,0,0,71.87142857142857,1,5,0,34,3342.0214285714283
1069-XAIEM,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.05,85.05,1,1,28.349999999999998,1,1,1,42.525,4,0,0,42,531.5625
7569-NMZYQ,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),118.75,8672.45,0,72,39.583333333333336,0,1,0,118.80068493150686,3,0,1,77,5702.43287671233
5201-USSQZ,Female,0,Yes,No,26,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),85.9,2196.45,0,26,28.633333333333336,1,1,0,81.35,4,5,2,350,2033.7499999999998
2105-PHWON,Female,0,Yes,No,33,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.0,3008.15,0,33,31.666666666666668,1,1,0,88.47500000000001,3,0,1,322,2521.5375000000004
1494-EJZDW,Female,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,220.8,0,10,10.075,0,0,0,20.072727272727274,0,5,2,319,341.23636363636365
4884-TVUQF,Female,1,No,No,57,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),101.3,5779.6,0,57,33.766666666666666,0,1,0,99.64827586206897,3,0,1,348,4035.7551724137934
8003-EWNDZ,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.2,222.65,0,10,10.6,1,0,0,20.240909090909092,1,0,1,358,344.0954545454546
1897-RCFUM,Female,0,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.2,914.6,0,39,12.1,0,0,0,22.865000000000002,0,0,2,51,720.2475000000001
9256-JTBNZ,Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.3,246.3,0,11,10.15,1,0,0,20.525000000000002,2,0,2,16,359.18750000000006
4658-HCOHW,Female,0,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.8,2110.15,1,21,34.266666666666666,1,1,0,95.9159090909091,3,0,3,210,2158.1079545454545
2211-RMNHO,Female,0,Yes,Yes,68,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.3,5560.0,0,68,28.433333333333334,0,0,0,80.57971014492753,3,0,1,226,3706.6666666666665
2432-TFSMK,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),89.6,1633.0,0,18,29.866666666666664,0,1,1,85.94736842105263,0,10,1,32,1804.8947368421052
3440-JPSCL,Female,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.95,547.65,1,6,33.31666666666667,1,1,0,78.23571428571428,0,0,1,327,1173.5357142857142
4929-ROART,Male,0,No,No,18,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,56.25,969.85,0,18,18.75,1,0,1,51.044736842105266,3,5,1,336,1071.9394736842105
1834-ABKHQ,Female,0,Yes,Yes,52,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),50.95,2610.65,0,52,16.983333333333334,0,0,1,49.257547169811325,2,0,2,300,1871.7867924528302
1741-WTPON,Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,115.85,6567.9,0,56,38.61666666666667,0,1,0,115.22631578947367,5,0,4,76,4609.052631578947
3932-IJWDZ,Male,0,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.65,4747.85,0,45,34.550000000000004,1,1,0,103.21413043478262,3,5,1,67,3560.8875000000003
1240-HCBOH,Female,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.1,1759.55,0,67,13.05,0,0,0,25.875735294117646,1,0,1,49,1177.3459558823529
3594-KADLU,Male,0,Yes,No,3,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,35.1,101.1,0,3,17.55,1,0,0,25.275,1,5,0,157,341.2125
8065-BVEPF,Male,1,No,No,65,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.1,6496.15,0,65,33.03333333333333,1,1,0,98.42651515151515,1,0,3,197,4379.979924242424
3796-ENZGF,Male,0,Yes,No,63,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,67.25,4234.15,0,63,22.416666666666668,0,0,0,66.15859375,2,0,1,257,2877.898828125
1734-ZMNTZ,Female,0,Yes,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0,300.7,0,11,12.5,0,0,0,25.058333333333334,0,0,0,33,438.5208333333333
2853-CWQFQ,Male,0,No,Yes,1,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,59.55,59.55,0,1,19.849999999999998,1,0,0,29.775,4,0,4,211,372.1875
0813-TAXXS,Male,0,No,No,55,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),77.8,4323.35,0,55,25.933333333333334,0,0,1,77.20267857142858,0,0,0,271,3049.5058035714287
2519-TWKFS,Male,0,Yes,Yes,25,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,55.1,1466.1,0,25,18.366666666666667,0,0,0,56.388461538461534,2,5,2,63,1381.5173076923077
2889-FPWRM,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),117.8,8684.8,1,72,39.266666666666666,0,1,0,118.96986301369861,2,0,3,154,5710.5534246575335
0626-QXNGV,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.15,1776.45,0,72,12.075,0,0,0,24.334931506849315,1,0,1,320,1168.0767123287671
6723-CEGQI,Female,0,No,Yes,65,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,45.25,2933.95,0,65,22.625,0,0,0,44.45378787878788,1,5,0,268,1978.1935606060606
6987-XQSJT,Female,1,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.5,4370.25,1,54,26.5,1,1,0,79.4590909090909,3,5,3,39,3098.9045454545453
4732-RRJZC,Male,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,144.35,0,7,10.125,1,0,0,18.04375,2,0,1,159,279.67812499999997
9499-XPZXM,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),64.75,4804.75,0,72,21.583333333333332,0,0,0,65.81849315068493,5,0,2,322,3159.2876712328766
4338-EYCER,Male,0,Yes,No,21,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),54.6,1125.2,0,21,18.2,1,0,1,51.14545454545455,1,0,1,13,1150.7727272727273
3007-FDPEA,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.7,39.85,0,2,10.35,1,0,0,13.283333333333333,4,0,2,119,172.68333333333334
6350-XFYGW,Male,1,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,422.4,0,4,31.583333333333332,1,1,1,84.47999999999999,2,0,3,313,1182.7199999999998
4290-BSXUX,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.65,251.75,1,3,26.55,1,1,0,62.9375,2,10,1,347,849.65625
8513-OLYGY,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.8,8332.15,0,72,38.6,0,1,0,114.1390410958904,2,0,2,45,5478.673972602739
0311-QYWSS,Female,0,No,No,6,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.45,314.6,0,6,16.483333333333334,1,0,1,44.94285714285714,4,0,1,345,674.1428571428571
8705-DWKTI,Male,0,No,No,52,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.8,4331.4,0,52,27.933333333333334,1,1,1,81.72452830188679,0,5,0,109,3105.532075471698
8755-IWJHN,Male,1,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.35,6382.0,0,69,31.78333333333333,1,1,0,91.17142857142858,1,0,3,218,4239.471428571429
0325-XBFAC,Male,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,740.3,1,8,31.566666666666666,1,1,1,82.25555555555555,1,5,0,120,1316.0888888888887
4480-QQRHC,Female,1,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.05,600.15,0,8,24.683333333333334,1,1,1,66.68333333333334,3,0,1,288,1066.9333333333334
0929-PECLO,Female,1,No,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.6,5538.8,0,63,29.866666666666664,1,1,1,86.54375,1,0,4,45,3764.6531250000003
3680-CTHUH,Male,0,No,No,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),116.6,7049.5,0,60,38.86666666666667,0,1,0,115.56557377049181,1,5,0,337,4853.754098360656
1202-KKGFU,Female,0,Yes,No,12,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.2,690.5,0,12,18.066666666666666,1,0,0,53.11538461538461,3,0,3,53,956.0769230769231
6112-KTHFQ,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.3,279.3,0,13,9.65,1,0,0,19.95,2,5,0,321,369.075
1852-XEMDW,Male,0,No,No,22,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,65.05,1427.55,0,22,21.683333333333334,1,0,0,62.06739130434782,6,0,3,53,1427.55
2462-XIIJB,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.5,452.7,1,5,30.833333333333332,1,1,1,75.45,4,5,2,3,1094.025
4760-XOHVN,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.45,19.45,1,1,9.725,1,0,0,9.725,1,0,1,239,121.5625
1820-DJFPH,Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.05,1709.15,0,72,12.025,0,0,0,23.413013698630138,1,0,2,79,1123.8246575342466
9426-SXNHE,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.75,53.15,0,2,9.375,1,0,0,17.716666666666665,1,0,0,200,230.31666666666663
9068-FHQHD,Female,0,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.15,777.35,0,40,10.075,0,0,0,18.959756097560977,2,0,1,201,606.7121951219513
1269-FOYWN,Male,0,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.0,860.85,0,44,10.0,0,0,0,19.13,2,0,2,255,650.42
9470-YFUYI,Male,1,Yes,No,71,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),71.0,5012.1,0,71,23.666666666666668,0,0,0,69.61250000000001,7,0,0,198,3306.5937500000005
